SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
H1224D43DG,HDFC FMP 1224D December 2018 (1) - Series 43 - DO-GO,MF,13-DEC-2018,10,1,INF179KB15X2,10
H1224D43RD,HDFC FMP 1224D December 2018 (1) - Series 43 - RO-NDPO,MF,13-DEC-2018,10,1,INF179KB19X4,10
H1224D43RG,HDFC FMP 1224D December 2018 (1) - Series 43-RO-GO,MF,13-DEC-2018,10,1,INF179KB18X6,10
H1224D43RQ,HDFC FMP 1224D December 2018 (1) - Series 43-RO-QDPO,MF,13-DEC-2018,10,1,INF179KB10Y1,10
H1232D43DG,HDFC FMP 1232D November 2018 (1) - Series 43 - DO-GO,MF,05-DEC-2018,10,1,INF179KB15W4,10
H1232D43DQ,HDFC FMP 1232D November 2018 (1) - Series 43 - DO-QDPO,MF,05-DEC-2018,10,1,INF179KB17W0,10
H1232D43RG,HDFC FMP 1232D November 2018 (1) - Series 43 - RO-GO,MF,05-DEC-2018,10,1,INF179KB18W8,10
H1232D43RQ,HDFC FMP 1232D November 2018 (1) - Series 43 - RO-QDPO,MF,05-DEC-2018,10,1,INF179KB10X3,10
H1246D43DD,HDFC Mutual Fund - HDFC FMP 1246D November 2018 (1) - Series 43 - DNDO,MF,28-NOV-2018,10,1,INF179KB10W5,10
H1246D43DG,HDFC Mutual Fund - HDFC FMP 1246D November 2018 (1) - Series 43 - DGO,MF,28-NOV-2018,10,1,INF179KB19V8,10
H1246D43DQ,HDFC Mutual Fund - HDFC FMP 1246D November 2018 (1) - Series 43 - DQDO,MF,28-NOV-2018,10,1,INF179KB11W3,10
H1246D43RD,HDFC Mutual Fund - HDFC FMP 1246D November 2018 (1) - Series 43 - RNDO,MF,28-NOV-2018,10,1,INF179KB13W9,10
H1246D43RG,HDFC Mutual Fund - HDFC FMP 1246D November 2018 (1) - Series 43 - RGO,MF,28-NOV-2018,10,1,INF179KB12W1,10
H1246D43RQ,HDFC Mutual Fund - HDFC FMP 1246D November 2018 (1) - Series 43 - RQDO,MF,28-NOV-2018,10,1,INF179KB14W7,10
H1260D43DG,HDFC Mutual Fund - HDFC FMP 1260D October 2018 (1) - Series 43 - DOGO,MF,09-NOV-2018,10,1,INF179KB13V1,10
H1260D43DQ,HDFC Mutual Fund - HDFC FMP 1260D October 2018 (1) - Series 43-DOQDPO,MF,09-NOV-2018,10,1,INF179KB15V6,10
H1260D43RG,HDFC Mutual Fund - HDFC FMP 1260D October 2018 (1) - Series 43 - ROGO,MF,09-NOV-2018,10,1,INF179KB16V4,10
H1261D43DD,HDFC Mutual Fund-HDFC FMP 1261D October 2018 (1)-Series 43-DO-NDPO,MF,01-NOV-2018,10,1,INF179KB18U2,10
H1261D43DG,HDFC Mutual Fund-HDFC FMP 1261D October 2018 (1)-Series 43-DO-GO,MF,01-NOV-2018,10,1,INF179KB17U4,10
H1261D43DQ,HDFC Mutual Fund-HDFC FMP 1261D October 2018 (1)-Series 43-DO-QDPO,MF,01-NOV-2018,10,1,INF179KB19U0,10
H1261D43RG,HDFC Mutual Fund-HDFC FMP 1261D October 2018 (1)-Series 43-RO-GO,MF,01-NOV-2018,10,1,INF179KB10V7,10
H1265D43DD,HDFC Mutual Fund-HDFC FMP 1265D October 2018 (1)-Series 43-DONDPO,MF,12-NOV-2018,10,1,INF179KB12U5,10
H1265D43DG,HDFC Mutual Fund - HDFC FMP 1265D October 2018 (1) - Series 43-DOGO,MF,12-NOV-2018,10,1,INF179KB11U7,10
H1265D43DQ,HDFC Mutual Fund-HDFC FMP 1265D October 2018 (1)-Series 43-DOQDPO,MF,12-NOV-2018,10,1,INF179KB13U3,10
H1265D43RD,HDFC Mutual Fund-HDFC FMP 1265D October 2018 (1) - Series 43-RONDPO,MF,12-NOV-2018,10,1,INF179KB15U8,10
H1265D43RG,HDFC Mutual Fund-HDFC FMP 1265D October 2018 (1)-Series 43-ROGO,MF,12-NOV-2018,10,1,INF179KB14U1,10
H1265D43RQ,HDFC Mutual Fund-HDFC FMP 1265D October 2018 (1)-Series 43-ROQDPO,MF,12-NOV-2018,10,1,INF179KB16U6,10
H1274D43DD,HDFC Mutual Fund - HDFC FMP 1274D Oct. 2018 (1) - Series 43 - DO-NDPO,MF,25-OCT-2018,10,1,INF179KB16T8,10
H1274D43DG,HDFC Mutual Fund - HDFC FMP 1274D Oct. 2018 (1) - Series 43 - DO-GO,MF,25-OCT-2018,10,1,INF179KB15T0,10
H1274D43DQ,HDFC Mutual Fund - HDFC FMP 1274D Oct. 2018 (1) - Series 43 - DO-QDPO,MF,25-OCT-2018,10,1,INF179KB17T6,10
H1274D43RD,HDFC Mutual Fund - HDFC FMP 1274D Oct. 2018 (1) - Series 43 - RO-NDPO,MF,25-OCT-2018,10,1,INF179KB19T2,10
H1274D43RG,HDFC Mutual Fund - HDFC FMP 1274D Oct. 2018 (1) - Series 43 - RO-GO,MF,25-OCT-2018,10,1,INF179KB18T4,10
H1274D43RQ,HDFC Mutual Fund - HDFC FMP 1274D Oct. 2018 (1) - Series 43 - RO-QDPO,MF,25-OCT-2018,10,1,INF179KB10U9,10
H1280D43DG,HDFC Mutual Fund - HDFC FMP 1280D October 2018 (1)-Series 43-DOGO,MF,19-OCT-2018,10,1,INF179KB13S7,10
H1280D43RG,HDFC Mutual Fund - HDFC FMP 1280D October 2018 (1)-Series 43-ROGO,MF,19-OCT-2018,10,1,INF179KB16S0,10
H1280D43RQ,HDFC Mutual Fund - HDFC FMP 1280D October 2018 (1)-Series 43-ROQDPO,MF,19-OCT-2018,10,1,INF179KB18S6,10
H1344D43DD,HDFC MF - HDFC FMP 1344D October 2018 (1) - Sr. 43 - DO - NDPO,MF,31-OCT-2018,10,1,INF179KB10T1,10
H1344D43DG,HDFC MF - HDFC FMP 1344D October 2018 (1) - Sr. 43 -  DO - GO,MF,31-OCT-2018,10,1,INF179KB19S4,10
H1344D43DQ,HDFC MF - HDFC FMP 1344D October 2018 (1) - Sr. 43 - DO - QDPO,MF,31-OCT-2018,10,1,INF179KB11T9,10
H1344D43RD,HDFC MF - HDFC FMP 1344D October 2018 (1) - Sr. 43 -  RO - NDPO,MF,31-OCT-2018,10,1,INF179KB13T5,10
H1344D43RG,HDFC Mutual Fund - HDFC FMP 1344D October 2018 (1) - Series 43 - Regul,MF,31-OCT-2018,10,1,INF179KB12T7,10
H1344D43RQ,HDFC MF - HDFC FMP 1344D October 2018 (1) - Sr. 43 - RO - QDPO,MF,31-OCT-2018,10,1,INF179KB14T3,10
H134D,HSBC Mutual Fund - HSBC Fixed Term Series 134 - HSBC FTS -DPDPO,MF,14-JUN-2018,10,1,INF336L01MW5,10
H134G,HSBC Mutual Fund - HSBC Fixed Term Series 134 - HSBC FTS -DPGO,MF,14-JUN-2018,10,1,INF336L01MV7,10
H135D,HSBC Mutual Fund - HSBC Fixed Term Series 135 - DPDPO,MF,17-JUL-2018,10,1,INF336L01NA9,10
H135G,HSBC Mutual Fund - HSBC Fixed Term Series 135 - DPGO,MF,17-JUL-2018,10,1,INF336L01MZ8,10
H136D,HSBC Mutual Fund - HSBC Fixed Term Series Plan 136 - DP-Dividend,MF,21-AUG-2018,10,1,INF336L01NE1,10
H136G,HSBC Mutual Fund - HSBC Fixed Term Series Plan 136 - DP-Growth,MF,21-AUG-2018,10,1,INF336L01ND3,10
H1372D42DD,HDFC MF-HDFC FMP 1372D September 2018(1)-Series 42-DO-NDPO,MF,08-OCT-2018,10,1,INF179KB18R8,10
H1372D42DG,HDFC MF- HDFC FMP 1372D September 2018(1)-Series 42-DO-GO,MF,08-OCT-2018,10,1,INF179KB17R0,10
H1372D42DQ,HDFC MF-HDFC FMP 1372D September 2018(1)-Series 42 -DO-QDPO,MF,08-OCT-2018,10,1,INF179KB19R6,10
H1372D42RD,HDFC MF-HDFC FMP 1372D September 2018(1)-Series 42- RO-NDPO,MF,08-OCT-2018,10,1,INF179KB11S1,10
H1372D42RG,HDFC MF- HDFC FMP 1372D September 2018(1)-Series 42 -RO-GO,MF,08-OCT-2018,10,1,INF179KB10S3,10
H137D,HSBC Fixed Term Series 137 (1187 Days) - DP-DPO,MF,24-JAN-2019,10,1,INF336L01NO0,10
H137G,HSBC Fixed Term Series 137 (1187 Days) - DP-GO,MF,24-JAN-2019,10,1,INF336L01NN2,10
H1381D42DD,HDFC MF-HDFC FMP 1381D September 2018 (1)-Sr. 42 -  DO - NDPO,MF,27-SEP-2018,10,1,INF179KB10Q7,10
H1381D42DG,HDFC MF-HDFC FMP 1381D September 2018 (1)-Sr. 42 -DO - GO,MF,27-SEP-2018,10,1,INF179KB19P0,10
H1381D42DQ,HDFC MF-HDFC FMP 1381D September 2018 (1)-Sr. 42 - DO - QDPO,MF,27-SEP-2018,10,1,INF179KB11Q5,10
H1381D42RD,HDFC MF-HDFC FMP 1381D September 2018 (1)-Sr. 42 - RO - NDPO,MF,27-SEP-2018,10,1,INF179KB13Q1,10
H1381D42RG,HDFC MF-HDFC FMP 1381D September 2018 (1)-Sr. 42 - RO - GO,MF,27-SEP-2018,10,1,INF179KB12Q3,10
H1381D42RQ,HDFC MF-HDFC FMP 1381D September 2018 (1)-Sr. 42 - RO- QDPO,MF,27-SEP-2018,10,1,INF179KB14Q9,10
H139D,HSBC Fixed Term Series 139 (1163 Days) - DP-DPO,MF,05-MAR-2019,10,1,INF336L01NS1,10
H139G,HSBC Fixed Term Series 139 (1163 Days) - DP-GO,MF,05-MAR-2019,10,1,INF336L01NR3,10
H140D,HSBC Mutual Fund - HSBC Fixed Term Series 140 - HSBC FTS 140 - DPDPO,MF,06-MAY-2019,10,1,INF336L01OC3,10
H140G,HSBC Mutual Fund - HSBC Fixed Term Series 140 - HSBC FTS 140 - DPGO,MF,06-MAY-2019,10,1,INF336L01OB5,10
H1430D38DD,HDFC Mutual Fund - HDFC FMP 1430D July 2017 (1) - Series 38 - DONDPO  ,MF,08-AUG-2017,10,1,INF179KB1W04,10
H1430D38DG,HDFC Mutual Fund - HDFC FMP 1430D July 2017 (1) - Series 38 - DOGO,MF,08-AUG-2017,10,1,INF179KB1V96,10
H1430D38DQ,HDFC Mutual Fund - HDFC FMP 1430D July 2017 (1) - Series 38 - DOQDPO,MF,08-AUG-2017,10,1,INF179KB1W20,10
H1430D38RD,HDFC Mutual Fund - HDFC FMP 1430D July 2017 (1) - Series 38 - RONDPO,MF,08-AUG-2017,10,1,INF179KB1W46,10
H1430D38RG,HDFC Mutual Fund - HDFC FMP 1430D July 2017 (1) - Series 38 - ROGO,MF,08-AUG-2017,10,1,INF179KB1W38,10
H1430D38RQ,HDFC Mutual Fund - HDFC FMP 1430D July 2017 (1) - Series 38 - ROQDPO,MF,08-AUG-2017,10,1,INF179KB1W53,10
H1434D40DD,HDFC Mutual Fund - HDFC FMP 1434D May 2018 (1) - Series 40 - DONDPO,MF,16-MAY-2018,10,1,INF179KB19D6,10
H1434D40DG,HDFC Mutual Fund - HDFC FMP 1434D May 2018 (1) - Series 40 - DOGO,MF,16-MAY-2018,10,1,INF179KB18D8,10
H1434D40DQ,HDFC Mutual Fund - HDFC FMP 1434D May 2018 (1) - Series 40 - DOQDPO,MF,16-MAY-2018,10,1,INF179KB10E3,10
H1434D40RD,HDFC Mutual Fund - HDFC FMP 1434D May 2018 (1) - Series 40 - RONDPO,MF,16-MAY-2018,10,1,INF179KB12E9,10
H1434D40RG,HDFC Mutual Fund - HDFC FMP 1434D May 2018 (1) - Series 40 - ROGO,MF,16-MAY-2018,10,1,INF179KB11E1,10
H1434D40RQ,HDFC Mutual Fund - HDFC FMP 1434D May 2018 (1) - Series 40 - ROQDPO,MF,16-MAY-2018,10,1,INF179KB13E7,10
H1487D42DD,HDFC Mutual Fund - HDFC FMP 1487D August 2018 (1) - Sr. 42-DO-NDPO,MF,11-SEP-2018,10,1,INF179KB10O2,10
H1487D42DG,HDFC Mutual Fund - HDFC FMP 1487D August 2018 (1) - Sr. 42-DO-GO,MF,11-SEP-2018,10,1,INF179KB19N5,10
H1487D42DQ,HDFC Mutual Fund - HDFC FMP 1487D August 2018 (1) - Sr. 42-DO-QDPO,MF,11-SEP-2018,10,1,INF179KB11O0,10
H1487D42RD,HDFC Mutual Fund - HDFC FMP 1487D August 2018 (1) - Sr. 42-RO-NDPO,MF,11-SEP-2018,10,1,INF179KB13O6,10
H1487D42RG,HDFC Mutual Fund - HDFC FMP 1487D August 2018 (1) - Sr. 42-RO-GO,MF,11-SEP-2018,10,1,INF179KB12O8,10
H1487D42RQ,HDFC Mutual Fund - HDFC FMP 1487D August 2018 (1) - Sr. 42-RO-QDPO,MF,11-SEP-2018,10,1,INF179KB14O4,10
H1846D27DD,HDFC Mutual Fund-HDFC FMP 1846D August 2013 (1)-Series - 27 -DO-NDPO,MF,11-SEP-2018,10,1,INF179KB12P5,10
H1846D27DG,HDFC Mutual Fund-HDFC FMP 1846D August 2013 (1)-Series - 27 -DO-GO,MF,11-SEP-2018,10,1,INF179KB11P7,10
H1846D27RD,HDFC Mutual Fund-HDFC FMP 1846D August 2013 (1)-Series - 27 -RO-NDPO,MF,11-SEP-2018,10,1,INF179KB16P6,10
H1846D27RG,HDFC Mutual Fund-HDFC FMP 1846D August 2013 (1)-Series - 27 -RO-GO,MF,11-SEP-2018,10,1,INF179KB15P8,10
H3360D30DD,HDFC MF - HDFC FMP 3360D Mar 2014 (1) - Sr 30 - DONDO,MF,03-APR-2014,10,1,INF179KA1IC6,10
H3360D30DF,HDFC MF - HDFC FMP 3360D Mar 2014 (1) - Sr 30 - DOFO,MF,03-APR-2014,10,1,INF179KA1IE2,10
H3360D30DG,HDFC MF - HDFC FMP 3360D Mar 2014 (1) - Sr 30 - DG,MF,03-APR-2014,10,1,INF179KA1IB8,10
H3360D30DQ,HDFC MF - HDFC FMP 3360D Mar 2014 (1) - Sr 30 - DOQDO,MF,03-APR-2014,10,1,INF179KA1ID4,10
H3360D30RD,HDFC MF - HDFC FMP 3360D Mar 2014 (1) - Sr 30 - RONDO,MF,03-APR-2014,10,1,INF179KA1IG7,10
H3360D30RF,HDFC MF - HDFC FMP 3360D Mar 2014 (1) - Sr 30 - ROFO,MF,03-APR-2014,10,1,INF179KA1II3,10
H3360D30RG,HDFC MF - HDFC FMP 3360D Mar 2014 (1) - Sr 30 - ROGO,MF,03-APR-2014,10,1,INF179KA1IF9,10
H3360D30RQ,HDFC MF - HDFC FMP 3360D Mar 2014 (1) - Sr 30 - ROQDO,MF,03-APR-2014,10,1,INF179KA1IH5,10
HD110542DD,HDFC Mutual Fund - HDFC FMP 1105D Aug 2018(2)-Sr 42 - DPNDPO,MF,05-SEP-2018,10,1,INF179KB18M9,10
HD110542DG,HDFC Mutual Fund - HDFC FMP 1105D Aug 2018(2)-Sr 42 - DPGO,MF,05-SEP-2018,10,1,INF179KB17M1,10
HD110542DQ,HDFC Mutual Fund - HDFC FMP 1105D Aug 2018(2)-Sr 42 - DPQDPO,MF,05-SEP-2018,10,1,INF179KB19M7,10
HD110542RD,HDFC Mutual Fund - HDFC FMP 1105D Aug 2018(2)-Sr 42 - RPNDPO,MF,05-SEP-2018,10,1,INF179KB11N2,10
HD110542RG,HDFC Mutual Fund - HDFC FMP 1105D Aug 2018(2)-Sr 42 - RPGO,MF,05-SEP-2018,10,1,INF179KB10N4,10
HD110542RQ,HDFC Mutual Fund - HDFC FMP 1105D Aug 2018(2)-Sr 42 - RPQDPO,MF,05-SEP-2018,10,1,INF179KB12N0,10
HEOFDD1100,HDFC Mutual Fund - HDFC EOF -II-1100D June 2017 (1)-DP-DPO,MF,28-JUL-2020,10,1,INF179KC1AK4,10
HEOFDD1126,HDFC Mutual Fund - HDFC EOF - II - 1126D May 2017 (1) -DP-DPO,MF,23-JUL-2020,10,1,INF179KC1AG2,10
HEOFDG1100,HDFC Mutual Fund - HDFC EOF -II-1100D June 2017 (1) -DP-GO,MF,28-JUL-2020,10,1,INF179KC1AJ6,10
HEOFDG1126,HDFC Mutual Fund -HDFC EOF -II - 1126D May 2017 (1) - DP-GO,MF,23-JUL-2020,10,1,INF179KC1AF4,10
HEOFRD1100,HDFC Mutual Fund - HDFC EOF -II-1100D June 2017 (1)-RP-DPO,MF,28-JUL-2020,10,1,INF179KC1AM0,10
HEOFRD1126,HDFC Mutual Fund - HDFC EOF- II - 1126D May 2017 (1) -RP-DPO,MF,23-JUL-2020,10,1,INF179KC1AI8,10
HEOFRG1100,HDFC Mutual Fund - HDFC EOF - II-1100D June 2017 (1)-RP-GO,MF,28-JUL-2020,10,1,INF179KC1AL2,10
HEOFRG1126,HDFC Mutual Fund -HDFC EOF - II - 1126D May 2017 (1) -RP-GO,MF,23-JUL-2020,10,1,INF179KC1AH0,10
IF2DP,Franklin India Dynamic Acc FundSP -Regular Plan-Dividend Pay - IF2DP,MF,07-FEB-2020,1,1,INF090I01TU3,1
IF2DPD,Franklin India Dynamic Accrual FundSP -Direct Plan-DP - IF2DPD,MF,07-FEB-2020,1,1,INF090I01TW9,1
IF2GP,Franklin India Dynamic Accrual FundSP -RPG- IF2GP,MF,07-FEB-2020,1,1,INF090I01TV1,1
IF2GPD,Franklin India Dynamic Accrual FundSP -DPG- IF2GPD,MF,07-FEB-2020,1,1,INF090I01TX7,1
IF3DPD,Franklin Templeton Mutual Fund - FIDAF-Segregated Portfolio 3 Ser RDP,MF,24-MAR-2020,1,1,INF090I01WA9,1
IF3GPD,Franklin Templeton Mutual Fund - FIDAF-Segregated Portfolio 3 Ser DGO,MF,24-MAR-2020,1,1,INF090I01WB7,1
IFD3DPD,Franklin Templeton Mutual Fund - FIDAF-Segregated Portfolio 3 Ser DDP,MF,24-MAR-2020,1,1,INF090I01WC5,1
IFD3GPD,Franklin Templeton Mutual Fund - FIDAF-Segregated Portfolio 3 Ser RGO,MF,24-MAR-2020,1,1,INF090I01WD3,1
IJDD,Sundaram Mutual Fund-Sundaram FTP IJ-DDP,MF,02-JUL-2018,10,1,INF903JA1DY7,10
IJDG,Sundaram Mutual Fund-Sundaram FTP IJ-DG,MF,02-JUL-2018,10,1,INF903JA1DX9,10
IJRD,Sundaram Mutual Fund - Sundaram FTP IJ-RDP,MF,02-JUL-2018,10,1,INF903JA1DW1,10
IJRG,Sundaram Mutual Fund - Sundaram FTP IJ-RG,MF,02-JUL-2018,10,1,INF903JA1DV3,10
IKDD,Sundaram Mutual Fund-Sundaram FTP IK- DDP,MF,18-JUL-2018,10,1,INF903JA1EK4,10
IKDG,Sundaram Mutual Fund-Sundaram FTP IK- DG,MF,18-JUL-2018,10,1,INF903JA1EJ6,10
IKRD,Sundaram Mutual Fund-Sundaram FTP IK-RDP,MF,18-JUL-2018,10,1,INF903JA1EI8,10
IKRG,Sundaram Mutual Fund-Sundaram FTP IK-RG,MF,18-JUL-2018,10,1,INF903JA1EH0,10
IMFFM31DDG,Invesco Mutual Fund - Invesco India FMP-Series 31-Plan D-DSPGO,MF,20-JUN-2018,10,1,INF205K015P6,10
IMFFM31DRD,Invesco Mutual Fund - Invesco India FMP-Series 31-Plan D-RSPDPO,MF,20-JUN-2018,10,1,INF205K012P3,10
IMFFM31DRG,Invesco Mutual Fund - Invesco India FMP-Series 31-Plan D-RSPGO,MF,20-JUN-2018,10,1,INF205K013P1,10
IMFFM32ADG,Invesco Mutual Fun-Invesco India FMP-Series 32-Plan A-DSPG,MF,03-JUL-2018,10,1,INF205K019Q6,10
IMFFM32ARG,Invesco Mutual Fund-Invesco India FMP-Series 32-Plan A-RSPG,MF,03-JUL-2018,10,1,INF205K017Q0,10
IMFFM32BDD,Invesco Mutual Fund - Invesco India FMP - Series 32 -DSPDP,MF,06-JUL-2018,10,1,INF205K012R9,10
IMFFM32BDG,Invesco Mutual Fund - Invesco India FMP - Series 32 -DSPG,MF,06-JUL-2018,10,1,INF205K013R7,10
IMFFM32BRD,Invesco Mutual Fund - Invesco India FMP - Series 32 -RSPDP,MF,06-JUL-2018,10,1,INF205K010R3,10
IMFFM32BRG,Invesco Mutual Fund - Invesco India FMP - Series 32 -RSPG,MF,06-JUL-2018,10,1,INF205K011R1,10
IMFFM32CDG,Invesco Mutual Fund - Invesco India FMP Series 32 Plan C-DSPG,MF,03-AUG-2018,10,1,INF205K017R8,10
IMFFM32CRD,Invesco Mutual Fund - Invesco India FMP Series 32 Plan C-RSPDP,MF,03-AUG-2018,10,1,INF205K014R5,10
IMFFM32CRG,Invesco Mutual Fund - Invesco India FMP Series 32 Plan C-RSPG,MF,03-AUG-2018,10,1,INF205K015R2,10
IMFFM32DDD,Invesco Mutual Fund - Invesco India FMP - Series 32 - DSPDP,MF,31-AUG-2018,10,1,INF205K010S1,10
IMFFM32DDG,Invesco Mutual Fund - Invesco India FMP - Series 32 - DSPG,MF,31-AUG-2018,10,1,INF205K011S9,10
IMFFM32DRD,Invesco Mutual Fund - Invesco India FMP - Series 32 - RSPDP,MF,31-AUG-2018,10,1,INF205K018R6,10
IMFFM32DRG,Invesco Mutual Fund - Invesco India FMP - Series 32 - RSPG,MF,31-AUG-2018,10,1,INF205K019R4,10
IMFFM32EDD,Invesco Mutual Fund - Invesco India FMP-Sr 32 - DSPDP,MF,24-SEP-2018,10,1,INF205K014S3,10
IMFFM32EDG,Invesco Mutual Fund - Invesco India FMP-Sr 32 - DSPG,MF,24-SEP-2018,10,1,INF205K015S0,10
IMFFM32ERD,Invesco Mutual Fund - Invesco India FMP-Sr 32 - RSPDP,MF,24-SEP-2018,10,1,INF205K012S7,10
IMFFM32ERG,Invesco Mutual Fund - Invesco India FMP-Sr 32 - RSPG,MF,24-SEP-2018,10,1,INF205K013S5,10
IMFFM33BDG,Invesco Mutual Fund - Invesco India Fixed Maturity Plan - Series 33 -,MF,05-OCT-2018,10,1,INF205K013U1,10
IMFFM33BRG,Invesco Mutual Fund - Invesco India Fixed Maturity Plan - Series 33 -,MF,05-OCT-2018,10,1,INF205K011U5,10
IMFFM33DDG,Invesco India Fixed Maturity Plan - Series 33 -Plan D-DSP-G,MF,19-DEC-2018,10,1,INF205K011V3,10
IMFFM33DRG,Invesco India Fixed Maturity Plan - Series 33 -Plan D-RSP-G,MF,19-DEC-2018,10,1,INF205K019U8,10
IPRU2406,ICICI Prud MF - ICICI Prud FMP - Sr 74 - 9 Yrs Pl U - RP-CO,MF,03-JUL-2014,10,1,INF109KA1WM1,10
IPRU2407,ICICI Prud MF - ICICI Prud FMP - Sr 74 - 9 Yrs Pl U - RP-HYDPO,MF,03-JUL-2014,10,1,INF109KA1WN9,10
IPRU8606,ICICI Prud MF - ICICI Prud FMP - Sr 74 - 9 Yrs Pl U - DP-CO,MF,03-JUL-2014,10,1,INF109KA1WO7,10
IPRU8607,ICICI Prud MF - ICICI Prud FMP - Sr 74 - 9 Yrs Pl U - DP-HYDPO,MF,03-JUL-2014,10,1,INF109KA1WP4,10
ISDD,Sundaram Fixed Term Plan IS (1120D)-RP-DPO,MF,26-MAR-2019,10,1,INF903JA1HO9,10
ISDG,Sundaram Fixed Term Plan IS (1120D)-DP-GO,MF,26-MAR-2019,10,1,INF903JA1HP6,10
ISRD,Sundaram Fixed Term Plan IS (1120D)-DP-DPO,MF,26-MAR-2019,10,1,INF903JA1HQ4,10
ISRG,Sundaram Fixed Term Plan IS (1120D)-RP-GO,MF,26-MAR-2019,10,1,INF903JA1HN1,10
KTK212DG,Kotak Mahindra Mutual Fund - Kotak FMP Series 212 - DPGO,MF,24-NOV-2017,10,1,INF174K019Q3,10
LTFMP17BDD,L&T Mutual Fund - L&T FMP Series XVII - Plan B - DPDO,MF,04-JUL-2018,10,1,INF917K01ZV8,10
LTFMP17BRD,L&T Mutual Fund - L&T FMP Series XVII - Plan B - RPDO,MF,04-JUL-2018,10,1,INF917K01ZX4,10
LTFMP17BRG,L&T Mutual Fund - L&T FMP Series XVII - Plan B - RPGO,MF,04-JUL-2018,10,1,INF917K01ZY2,10
LTFMP17CDD,L&T Mutual Fund - L&T FMP Series XVII - Plan C - DPDO,MF,18-SEP-2018,10,1,INF917K01ZZ9,10
LTFMP17CDG,L&T Mutual Fund - L&T FMP Series XVII - Plan C - DPGO,MF,18-SEP-2018,10,1,INF917K01A07,10
LTFMP17CRD,L&T Mutual Fund - L&T FMP Series XVII - Plan C - RPDO,MF,18-SEP-2018,10,1,INF917K01A15,10
LTFMP17CRG,L&T Mutual Fund - L&T FMP Series XVII - Plan C - RPGO,MF,18-SEP-2018,10,1,INF917K01A23,10
LTFMP18ADD,L&T Mutual Fund - L&T FMP Series XVIII - Plan A - DIRECT PLAN - DIVIDE,MF,05-OCT-2018,10,1,INF917K01A31,10
LTFMP18ADG,L&T Mutual Fund - L&T FMP Series XVIII - Plan A - DIRECT PLAN - GROWTH,MF,05-OCT-2018,10,1,INF917K01A49,10
LTFMP18ARD,L&T Mutual Fund - L&T FMP Series XVIII - Plan A - REGULAR PLAN - DIVID,MF,05-OCT-2018,10,1,INF917K01A56,10
LTFMP18ARG,L&T Mutual Fund - L&T FMP Series XVIII - Plan A - REGULAR PLAN - GROWT,MF,05-OCT-2018,10,1,INF917K01A64,10
LTFMP18CDD,L&T FMP ¿ Series XVIII - Plan C (1178D)-DP-DPO,MF,22-FEB-2019,10,1,INF917K01C13,10
LTFMP18CDG,L&T FMP ¿ Series XVIII - Plan C (1178D)-DP-GO,MF,22-FEB-2019,10,1,INF917K01C21,10
LTFMP18CRD,L&T FMP ¿ Series XVIII - Plan C (1178D)-DPO,MF,22-FEB-2019,10,1,INF917K01C39,10
LTFMP18CRG,L&T FMP ¿ Series XVIII - Plan C (1178D)-GO,MF,22-FEB-2019,10,1,INF917K01C47,10
LTFMP18DDD,L&T FMP Series XVIII Plan D (1155D) DP-DPO,MF,15-FEB-2019,10,1,INF917K01C54,10
LTFMP18DDG,L&T FMP Series XVIII Plan D (1155D) DP-GO,MF,15-FEB-2019,10,1,INF917K01C62,10
LTFMP18DG,L&T Mutual Fund - L&T FMP Series XVIII - Plan B - DPGO,MF,06-DEC-2018,10,1,INF917K01B48,10
LTFMP18DRD,L&T FMP Series XVIII Plan D (1155D) RP-DPO,MF,15-FEB-2019,10,1,INF917K01C70,10
LTFMP18DRG,L&T FMP Series XVIII Plan D (1155D) RP-GO,MF,15-FEB-2019,10,1,INF917K01C88,10
LTFMP18RD,L&T Mutual Fund - L&T FMP Series XVIII - Plan B - RPDO,MF,06-DEC-2018,10,1,INF917K01B55,10
LTFMP18RG,L&T Mutual Fund - L&T FMP Series XVIII - Plan B - RPGO,MF,06-DEC-2018,10,1,INF917K01B63,10
LTMFEOF2D,L&T Mutual Fund - L&T Emerging Opportunities Fund Series II -DPDPO,MF,02-JUL-2018,10,1,INF917K01ZR6,10
LTMFEOF2R,L&T Mutual Fund - L&T Emerging Opportunities Fund Series II -RPDPO,MF,02-JUL-2018,10,1,INF917K01ZT2,10
LTMFP17BDG,L&T Mutual Fund - L&T FMP Series XVII - Plan B - DPGO,MF,04-JUL-2018,10,1,INF917K01ZW6,10
M14DD,Sundaram Mutual Fund - SUNDARAM SELECT MICRO CAP Series XIV - DDP,MF,10-MAY-2017,10,1,INF903JA1AA3,10
M14DG,Sundaram Mutual Fund - SUNDARAM SELECT MICRO CAP Series XIV - DG,MF,10-MAY-2017,10,1,INF903JA1997,10
M14RD,Sundaram Mutual Fund - SUNDARAM SELECT MICRO CAP Series XIV - RDP,MF,10-MAY-2017,10,1,INF903JA1989,10
M14RG,Sundaram Mutual Fund - SUNDARAM SELECT MICRO CAP Series XIV - RG,MF,10-MAY-2017,10,1,143500,10
M15DD,Sundaram Mutual Fund - SUNDARAM SELECT MICRO CAP Series XV - Sundaram ,MF,07-JUN-2017,10,1,INF903JA1AO4,10
